trade_dt,600000.SH,000002.SZ,600002.SH,000004.SZ,600004.SH,000006.SZ,600006.SH,000008.SZ,600008.SH,000010.SZ,600010.SH,000012.SZ,600012.SH,000014.SZ,600014.SH,000016.SZ,600016.SH,000018.SZ,600018.SH,000020.SZ,600020.SH,000022.SZ,600022.SH,000024.SZ
2025-11-18,-0.37102428330862447,0.3261114472721558,0.24919336101269368,-0.13661383412081102,-0.2698617279761717,-0.20912536508304239,0.16652826753886807,-0.020589807197502114,0.06347484343143375,-0.31334235489941614,0.7380176866321041,0.3226209988984533,0.27795180302412426,0.14946970844189744,0.498453808425772,-0.6161472928232894,-1.159762551614457,-0.11354818495146185,-0.8510292620673057,-0.5757380946050492,0.44954177667998907,-0.43303917920241325,0.19212878373617487,0.5505073148162385
2025-11-19,-0.164294904893307,0.04133324819790521,0.1339532427818732,-0.0481031175765316,-0.4735200713350038,-0.13525560593209765,-0.19972778812746278,0.7008172882914042,-0.5094171113410362,-0.6943276522049663,0.5556387748935432,0.4635319810430182,0.3659376060677011,0.044974614347413705,-0.026770796792055657,0.556470678064545,-0.5682521949591361,-0.33702858258138274,-0.5385780579782677,-0.5654550234727314,-0.9468282650443385,-0.0030395461550740688,-0.6222798518070988,0.1055575841630059
2025-11-20,-0.7435198270573045,-0.08575049416155883,0.1695756353392689,-0.28198611822195885,-0.47614742978790464,0.7554424229900556,0.33792647001714327,-0.3607079042518351,0.013151476235363446,-1.2564449039075054,-0.16264291805645972,-0.51437357901955,-0.0767279653555569,-0.4085947233136231,0.34219549990444265,0.26915104046841976,-0.380766637814619,-0.20681149256743653,-0.7741563328492165,-0.03999330309813706,0.5363063847638698,0.0023578128411624044,0.36873029566343307,0.26678405071250466
2025-11-21,-0.8928269904565898,-0.0996726953593112,0.11451441210279417,-0.12878454998995803,0.001934412851459455,-0.12495266203450206,0.519396628843415,0.28371862796142716,0.047582847001828354,-0.5446678205112347,0.7564549686354668,-0.422735877511371,0.1268535075263919,0.3504256136935858,0.24127876765699574,-0.7615099471245798,-0.13723448872027771,0.36738104598004245,0.3036416096918304,-0.0595065909265029,-0.35878438067846213,-0.16282341933313504,0.5998896869615136,-0.47510649281884887
2025-11-24,0.20583118305160134,-0.3767758953748884,-0.13902307359462007,0.17429358741393144,0.18987694324436216,0.4437875799767629,0.4885680681880694,0.8700677562733401,-0.01585168464699542,-0.21012705375844126,0.7257805993510513,0.035739170853790525,0.2419660537069834,0.5639862004216625,-0.03007068013735688,-0.7019056744379377,-0.3406286213401049,-0.07426768844954529,0.7635522647454991,0.05082202378179834,0.4614908861523866,0.38186499858344003,0.7257900389768828,-0.4730936476058725
2025-11-25,-0.513955172541695,0.0945957741774351,-0.8525513167776931,-0.1946620537639097,-0.7064791433276116,0.7463593126574172,0.6299928796281923,0.08795071457704301,-0.6070236595110725,-0.33460808839426265,0.5479725739033683,-0.10356850806494144,-0.04850725615606408,-0.21391656315821225,-0.4493913843003012,0.1709245931133464,-0.39217683981516577,-0.2772656818374961,0.42636773780611514,-0.09490723931989806,-0.6376256172033941,0.1531693719322081,0.26553528146662114,-0.4473582175569437
2025-11-26,0.45529492121853876,-0.17680062217193426,-0.5379836729341971,-0.3882996339045473,-0.8758445070588674,0.6149162474520711,0.02577747041735376,0.17713187815834844,-0.5214089261539043,-0.9459101012560922,-0.21904235703711322,0.09704022520765473,0.5250151088998617,-0.19413397005715186,-0.705265499282871,0.10537334917292535,-0.42927605289488513,-0.12439312276445669,0.25608737282559896,0.03517435551089937,-0.22682454153522985,0.759070290102193,0.11904265382062068,-0.8789925413246014
2025-11-27,-0.3526953953337928,0.28465922364965013,0.21510102107534287,-0.3849072935436856,0.0734966321890305,0.42057977860428364,0.0018334101471340417,-0.10114426952143757,0.29798446147435653,-0.32282351837271156,0.43859046617116104,-0.05616652214548146,0.3197341776865652,-0.2703557317519836,-0.5616231194822379,-0.3073928345134395,0.14199784218549677,0.43744919455485365,0.8323194067235683,-0.19308091676184522,0.18310746964773533,-0.0030940080079554233,-0.18941794508913418,0.08088467651963335
2025-11-28,-0.10789784861726165,0.19464205199719634,-0.8639199637773702,-0.352865957618315,-0.5577178311279771,0.6509093885673898,0.2439661407025475,-0.339665603353168,0.6360612432249494,-0.27812877148961807,-0.7206964288035619,0.08889098964842115,-0.010859930993884631,0.39495408680516597,0.2218903570211056,-0.4334897477538564,-0.038603124979135345,0.49938546081209767,0.35354313480309907,0.19690233738870172,-0.2929395538971006,0.5742353055545758,0.10412942269088034,-0.4198704291099171
2025-12-01,0.13477516627220248,-0.14462572451347966,0.10947506066766638,-0.2723165793667164,0.40136848145948717,0.22746780601535732,0.1829662363545855,0.2770675862875511,0.2838752771084469,0.05096640627341281,-0.13961096946733756,-0.2385125332987093,0.9717419797207885,0.9524442053282721,-0.4604657608749134,-0.8764671100894659,0.07726080268585761,-0.3405637152339624,0.28425023819986533,0.23086096228793407,-0.49265151611623964,-0.7729902835196434,0.2655179317584062,-0.5786294534867118
