trade_dt,ticker,factor
2025-11-18,600000.SH,0.2752415694120718
2025-11-19,600000.SH,1.0998634296874206
2025-11-20,600000.SH,-0.7686366973836103
2025-11-21,600000.SH,-1.0106817084387978
2025-11-24,600000.SH,0.5117764803922021
2025-11-25,600000.SH,-1.4497134756396572
2025-11-26,600000.SH,0.7084184382093696
2025-11-27,600000.SH,-0.18968074192792878
2025-11-28,600000.SH,-0.18298441744427987
2025-12-01,600000.SH,1.1859265685059066
2025-12-02,600000.SH,0.6938109776187006
2025-12-03,600000.SH,0.27346641199844457
2025-12-04,600000.SH,-2.0115935567384096
2025-12-05,600000.SH,0.1637504038169864
2025-12-08,600000.SH,-0.7810125563266386
2025-12-09,600000.SH,0.06944183942011356
2025-12-10,600000.SH,0.4672566960423965
2025-12-11,600000.SH,1.9671120399427109
2025-12-12,600000.SH,-0.3538285873003591
2025-12-15,600000.SH,-1.2965053655275698
2025-12-16,600000.SH,1.4904646660232865
2025-12-17,600000.SH,0.8078150373242059
2025-12-18,600000.SH,0.9355479706394645
2025-12-19,600000.SH,0.6513299442312026
2025-12-22,600000.SH,0.962308864449626
2025-12-23,600000.SH,-0.9051982263890886
2025-12-24,600000.SH,-1.303666743646156
2025-12-25,600000.SH,0.15256676526765828
2025-12-26,600000.SH,0.24546669028461032
2025-12-29,600000.SH,0.06288185089206522
2025-12-30,600000.SH,-0.6519878399715688
2025-12-31,600000.SH,0.5333389112775893
2026-01-01,600000.SH,0.9227103411297779
2026-01-02,600000.SH,0.09317928446322421
2026-01-05,600000.SH,-0.9383804278504956
2026-01-06,600000.SH,0.9489145487504633
2026-01-07,600000.SH,-0.09795292966247282
2026-01-08,600000.SH,0.581576668668682
2026-01-09,600000.SH,-1.3956059693723242
2026-01-12,600000.SH,0.044941353093688345
2026-01-13,600000.SH,-0.5811744461188444
2026-01-14,600000.SH,0.7404677029525111
2026-01-15,600000.SH,1.0070590552709346
2026-01-16,600000.SH,0.10184945382059707
2026-01-19,600000.SH,0.04753781829368802
2026-01-20,600000.SH,0.35923835059555387
2026-01-21,600000.SH,-1.5073146476671528
2026-01-22,600000.SH,-0.7184314166372199
2026-01-23,600000.SH,0.8607689985386298
2026-01-26,600000.SH,-0.6089238898372205
2026-01-27,600000.SH,1.6137687068817783
2026-01-28,600000.SH,-0.1424989943221565
2026-01-29,600000.SH,1.0502744527522265
2026-01-30,600000.SH,0.48755635861994484
2026-02-02,600000.SH,-0.8022865888506537
2026-02-03,600000.SH,0.46593117210230606
2026-02-04,600000.SH,1.0368875320175432
2026-02-05,600000.SH,-1.3825588079645708
2026-02-06,600000.SH,1.1215555199015492
2026-02-09,600000.SH,0.6087749100385313
2026-02-10,600000.SH,-0.19297691663022246
2026-02-11,600000.SH,0.2043944246902879
2026-02-12,600000.SH,-0.11957426839800028
2026-02-13,600000.SH,-0.021059162332168868
2026-02-16,600000.SH,0.4482829860042368
2026-02-17,600000.SH,0.5648763419598186
2026-02-18,600000.SH,-1.2883292611134967
2026-02-19,600000.SH,-0.692061388703912
2026-02-20,600000.SH,0.9140110362670663
2026-02-23,600000.SH,0.10362296735672633
2026-02-24,600000.SH,-0.025150264299841806
2026-02-25,600000.SH,-0.8559112847762793
2026-02-26,600000.SH,0.49151324676025876
2026-02-27,600000.SH,-0.961820937541024
2026-03-02,600000.SH,-0.4377865654883923
2026-03-03,600000.SH,-0.2878150657428481
2026-03-04,600000.SH,0.2251224369081921
2026-03-05,600000.SH,-1.0301693086229238
2026-03-06,600000.SH,0.3092625817293996
2026-03-09,600000.SH,1.0358747653496319
2026-03-10,600000.SH,-0.40384558846651336
2026-03-11,600000.SH,1.4050239742793116
2026-03-12,600000.SH,-0.7449233280959763
2026-03-13,600000.SH,-0.8003304121471154
2026-03-16,600000.SH,-0.5107071241583281
2026-03-17,600000.SH,1.0595838973043128
2026-03-18,600000.SH,1.3954198157004203
2026-03-19,600000.SH,0.6214850452030528
2026-03-20,600000.SH,0.1647683649573253
2026-03-23,600000.SH,-2.2432975401120125
2026-03-24,600000.SH,-0.013315473113499066
2026-03-25,600000.SH,1.437116149476885
2026-03-26,600000.SH,-0.38848454393771015
2026-03-27,600000.SH,-1.2814873383719259
2026-03-30,600000.SH,0.4817360096452016
2026-03-31,600000.SH,0.5424956017719158
2026-04-01,600000.SH,-0.3122342405550623
2026-04-02,600000.SH,-0.7121697848886189
2026-04-03,600000.SH,-0.6981751932883971
2026-04-06,600000.SH,0.4319194964500594
2026-04-07,600000.SH,0.16587856582870508
2026-04-08,600000.SH,-1.2711372336234503
2026-04-09,600000.SH,0.48582028045979503
2026-04-10,600000.SH,-0.5535818605640803
2026-04-13,600000.SH,0.9883870510029316
2026-04-14,600000.SH,-0.15567716793969766
2026-04-15,600000.SH,-0.0032360924146180303
2026-04-16,600000.SH,0.743755665343262
2026-04-17,600000.SH,0.6457663654183362
2026-04-20,600000.SH,-0.3832584135061332
2026-04-21,600000.SH,0.7615551210141382
2026-04-22,600000.SH,1.435533301414197
2026-04-23,600000.SH,-0.5978343812262766
2026-04-24,600000.SH,1.2876933928527148
2026-04-27,600000.SH,1.6528229273531245
2026-04-28,600000.SH,-0.26563786323988825
2026-04-29,600000.SH,-0.673627973103188
2026-04-30,600000.SH,0.45635403777915085
2026-05-01,600000.SH,0.5457133957301362
2026-05-04,600000.SH,-1.1319060048710847
2026-05-05,600000.SH,0.2777392204369879
2026-05-06,600000.SH,-0.8266444509215969
2026-05-07,600000.SH,0.028065953484617823
2026-05-08,600000.SH,0.19239185494722952
2026-05-11,600000.SH,-0.8335099462058042
2026-05-12,600000.SH,0.5453542124455792
2025-11-18,000002.SZ,0.596628160814871
2025-11-19,000002.SZ,1.217252410800051
2025-11-20,000002.SZ,-0.36801444245138953
2025-11-21,000002.SZ,0.5459643577696106
2025-11-24,000002.SZ,-0.8336169948765048
2025-11-25,000002.SZ,0.3269069341662529
2025-11-26,000002.SZ,-0.269334703358515
2025-11-27,000002.SZ,0.16879522522793988
2025-11-28,000002.SZ,0.09495140511362164
2025-12-01,000002.SZ,1.2059650102496684
2025-12-02,000002.SZ,0.47428472931896315
2025-12-03,000002.SZ,-0.304442433437592
2025-12-04,000002.SZ,-0.5336599177872288
2025-12-05,000002.SZ,0.26926166459470335
2025-12-08,000002.SZ,-0.9161316642597949
2025-12-09,000002.SZ,0.2947608834041237
2025-12-10,000002.SZ,1.0212150200855028
2025-12-11,000002.SZ,0.9263209737727511
2025-12-12,000002.SZ,-1.1061596184168165
2025-12-15,000002.SZ,0.742015946721285
2025-12-16,000002.SZ,-0.3640775595133028
2025-12-17,000002.SZ,-0.4698673518439215
2025-12-18,000002.SZ,-0.27095122423325135
2025-12-19,000002.SZ,0.3222871431190458
2025-12-22,000002.SZ,-0.8800772000119402
2025-12-23,000002.SZ,0.253677212890857
2025-12-24,000002.SZ,1.1264671846785614
2025-12-25,000002.SZ,0.6218939231885531
2025-12-26,000002.SZ,-0.04265731674918995
2025-12-29,000002.SZ,0.038046348985481315
2025-12-30,000002.SZ,-0.5209528172489903
2025-12-31,000002.SZ,-0.3696139653453244
2026-01-01,000002.SZ,-0.3094038611109051
2026-01-02,000002.SZ,-0.022108828547578868
2026-01-05,000002.SZ,-0.003464366763203608
2026-01-06,000002.SZ,-0.5569414872336647
2026-01-07,000002.SZ,-0.8925581087551946
2026-01-08,000002.SZ,0.36320211399418
2026-01-09,000002.SZ,1.027254704464971
2026-01-12,000002.SZ,0.3038815344210614
2026-01-13,000002.SZ,0.30444009648841824
2026-01-14,000002.SZ,2.417732133288598
2026-01-15,000002.SZ,1.4023421583517428
2026-01-16,000002.SZ,0.05270035237952875
2026-01-19,000002.SZ,0.1084470637076732
2026-01-20,000002.SZ,0.03810758609872472
2026-01-21,000002.SZ,-0.6956786896918258
2026-01-22,000002.SZ,0.3916873628335348
2026-01-23,000002.SZ,0.19001506550399794
2026-01-26,000002.SZ,0.05489107977375446
2026-01-27,000002.SZ,-1.2904764583035284
2026-01-28,000002.SZ,-0.05332945802861158
2026-01-29,000002.SZ,-1.3473676986384004
2026-01-30,000002.SZ,0.436717125228429
2026-02-02,000002.SZ,1.055256914746688
2026-02-03,000002.SZ,0.7823967076296251
2026-02-04,000002.SZ,0.5286451891204966
2026-02-05,000002.SZ,-2.1940844456907636
2026-02-06,000002.SZ,-0.057024244640036775
2026-02-09,000002.SZ,-0.06071186566921841
2026-02-10,000002.SZ,-1.1666309735356635
2026-02-11,000002.SZ,-1.500231480729799
2026-02-12,000002.SZ,-0.6485917524126035
2026-02-13,000002.SZ,0.2555621921296345
2026-02-16,000002.SZ,0.5713963368093209
2026-02-17,000002.SZ,0.5544179192436097
2026-02-18,000002.SZ,2.0025971648484893
2026-02-19,000002.SZ,1.0672570570784268
2026-02-20,000002.SZ,-0.39762577459329773
2026-02-23,000002.SZ,1.2940041785128826
2026-02-24,000002.SZ,-0.701078744619675
2026-02-25,000002.SZ,-2.2731471546335946
2026-02-26,000002.SZ,-0.7030080160347514
2026-02-27,000002.SZ,-0.6073560814942622
2026-03-02,000002.SZ,0.15507423585142888
2026-03-03,000002.SZ,-0.7059452244506342
2026-03-04,000002.SZ,-0.4074297898641206
2026-03-05,000002.SZ,-1.10018193842333
2026-03-06,000002.SZ,-0.05160042668424586
2026-03-09,000002.SZ,0.7150223043779167
2026-03-10,000002.SZ,-0.05241529614350746
2026-03-11,000002.SZ,1.1039471732707777
2026-03-12,000002.SZ,-0.18816450050958072
2026-03-13,000002.SZ,0.1881836279252159
2026-03-16,000002.SZ,1.3466130887315098
2026-03-17,000002.SZ,0.675756364561533
2026-03-18,000002.SZ,0.4497374188591379
2026-03-19,000002.SZ,0.3626506638474435
2026-03-20,000002.SZ,0.7634128227579509
2026-03-23,000002.SZ,-0.9886139362256687
2026-03-24,000002.SZ,0.9392709993149198
2026-03-25,000002.SZ,-0.13863883077880043
2026-03-26,000002.SZ,-0.9148937534801006
2026-03-27,000002.SZ,0.5708039968020715
2026-03-30,000002.SZ,-0.23724255582686554
2026-03-31,000002.SZ,-0.6050833231074061
2026-04-01,000002.SZ,-0.0724421968479029
2026-04-02,000002.SZ,-1.1312344624656716
2026-04-03,000002.SZ,-0.9215493512027142
2026-04-06,000002.SZ,-0.7413032463664859
2026-04-07,000002.SZ,0.25234400359153447
2026-04-08,000002.SZ,0.20494507393009892
2026-04-09,000002.SZ,0.9166943755904815
2026-04-10,000002.SZ,-0.7743003563743565
2026-04-13,000002.SZ,-1.0391394309505153
2026-04-14,000002.SZ,0.38067589598048146
2026-04-15,000002.SZ,0.4505926886017227
2026-04-16,000002.SZ,-0.3548831899143755
2026-04-17,000002.SZ,0.2874894325164452
2026-04-20,000002.SZ,-0.3453387222919072
2026-04-21,000002.SZ,-0.3132597253836631
2026-04-22,000002.SZ,0.2125743865929581
2026-04-23,000002.SZ,0.16830459327660519
2026-04-24,000002.SZ,1.0098752974228127
2026-04-27,000002.SZ,-0.4029918287600463
2026-04-28,000002.SZ,0.26449740555943035
2026-04-29,000002.SZ,-0.10194095121641196
2026-04-30,000002.SZ,1.5055437821358788
2026-05-01,000002.SZ,-0.7258543288987518
