trade_dt,600000.SH,000002.SZ,600002.SH,000004.SZ,600004.SH,000006.SZ,600006.SH,000008.SZ,600008.SH,000010.SZ,600010.SH,000012.SZ,600012.SH,000014.SZ,600014.SH,000016.SZ,600016.SH,000018.SZ,600018.SH,000020.SZ,600020.SH,000022.SZ,600022.SH,000024.SZ
2025-11-18,100.57942420713289,99.70576047889891,99.33811092009763,99.72231216942401,101.99963621727255,99.40284387514735,98.71106268073252,98.85542640582455,100.16643221240508,102.61384137543546,98.89767363032131,99.11742286586336,99.58623747634296,99.81778660163374,99.4700450754148,100.30821143435224,102.09118507322475,101.82059260208021,100.3428564017063,103.41446025802034,100.29402348309631,101.19442296259558,99.50031323541351,100.80343885944207
2025-11-19,102.66117250823734,101.56076200011499,101.24130183014066,100.7749275553742,101.9276947038025,97.51564599276816,95.53639066767872,98.73559122250329,99.99489781114129,103.54846354672082,99.50474142990846,101.31464548627882,99.34673292956494,99.07279585617542,99.89887719879134,101.08718309150409,102.47554080468785,101.00155544363353,99.1766722761018,102.11330842103916,97.68706036008203,100.70320106191326,98.66707874715043,100.39820677724458
2025-11-20,100.92300373344646,101.23880355743036,102.24393077311267,99.85272888953473,102.69726524853048,96.40428486958466,95.82464025939726,97.71802393776905,98.4148072585763,104.23526012382669,97.25357839569418,102.87609931845205,98.6155242598779,97.90637083119267,100.51614667460171,102.21932415930081,102.22719096302714,100.35778854946147,96.9507533222839,103.0367035277161,100.847137125886,101.35595225359184,96.69248295938121,102.3426564808474
2025-11-21,99.13043815349131,100.68932490987596,103.13264999255188,99.56882709387173,102.46905688720449,96.03139589680497,97.05714841952405,98.34041049548026,101.04166940939527,103.29623367381562,97.4709844371513,101.08712995502746,98.54901005447832,97.90511886947438,102.19163183876334,103.05106420757457,102.80037289125634,101.49950043185063,95.8653901322454,101.41022393202938,100.28959911224604,98.6139264931304,95.54781892692405,103.45397970080452
2025-11-24,100.82087575266043,99.44699486112518,102.9406428998404,100.35119707339808,103.96960453548955,95.08243215799573,96.90633742766029,98.44346199411382,101.90006616103695,103.73845451529355,98.40585490429665,100.86654348794164,98.22297752929423,99.88097645439981,104.12644454950714,102.32958117262996,102.81008404875497,101.66788675587885,97.13871580279044,100.11967949545173,101.23410309441063,95.83838725971562,98.24703660050668,105.14087390528717
2025-11-25,99.00560904839814,99.52622687771357,102.60590593699006,99.99841863129716,102.98031849633482,95.80107519231463,97.67726309040651,98.70149661191094,99.68364950390833,103.74331593170518,100.49520141483681,99.83057435595155,97.27897341840595,98.01680265383092,103.91656519704293,102.5108503747052,102.83614895390048,101.84776246885573,97.65096860072705,98.18134590043027,100.67346966126485,96.30256260561572,97.79197322465969,102.46887968814295
2025-11-26,100.20267844512982,99.61339977084182,101.5993754213787,103.74468988781878,100.60760977365217,96.02775806460964,98.25498186513954,98.34889032303879,99.12349453582193,102.61819777829227,101.48271257014059,98.24628403101518,97.11195045131166,97.97281791835088,102.18869184525614,102.08290375455418,100.35008311912586,99.18616440681377,98.73645533598926,99.50831720474642,100.08340323666727,97.7490221960427,98.903751975521,102.98835241117783
2025-11-27,100.30542668955232,100.67841484810359,101.63370805134349,104.13281034707494,101.55970434560766,96.45470918556389,98.2939904484135,98.46841510703607,96.99359524288053,101.93672019099895,103.54810705435938,98.19392457565498,97.34760860575089,95.67393170146651,99.59552996101719,102.35783820917726,101.11257962960187,98.72130174189174,99.38960900519153,98.32632600316296,99.77681522296135,97.4479042748597,98.6568439154403,105.605440993922
2025-11-28,99.74533531194442,100.79811867767872,101.39770847454557,102.36353529561259,100.14457643694963,96.0654561858819,98.50589308578434,98.15259144222685,98.0584850632523,101.29172122720944,102.69947035932611,99.35006311479509,95.88409003886149,95.14955856701451,98.04372878485188,102.48160149066162,102.81023564147327,99.9477221366943,98.14381699101521,100.11171597575577,98.07712731459792,100.44404818512653,98.25125079525812,106.414747596714
2025-12-01,101.83986600201173,103.82268989579109,101.69465524817596,101.19307343114505,98.61225155317483,95.80120685726384,100.40924736431103,99.25446702530704,98.05309612932872,99.22730783093226,103.29362113475445,99.2612935732733,96.47022932041426,95.52411469332118,97.25911649625775,101.78518512282537,104.31551820401333,98.88181319889956,99.24142829171218,99.39464513945227,94.75372957874474,98.45930010037547,97.40464939076273,107.86383005457122
2025-12-02,103.19761143773283,104.51405719668723,99.73090173676955,99.89515870955942,100.39922901307278,95.35584349971643,99.08764883009559,98.66630266629477,98.08321176593286,97.42991658080433,100.14473057722972,98.5712448528033,95.82972652786637,93.45719036318403,99.35401850781778,101.31692886722226,105.74008089292037,99.88152002697122,100.08360696565856,99.59781534155239,96.32875443239976,97.55082190619727,99.28185174322589,107.94575360730288
