trade_dt,close
2025-11-18,99.39273154176597
2025-11-19,99.82483462942412
2025-11-20,98.74110250372819
2025-11-21,98.23803528600826
2025-11-24,99.30679755367518
2025-11-25,99.60637239666714
2025-11-26,99.8426773792502
2025-11-27,100.65425894597276
2025-11-28,101.16791796994482
2025-12-01,100.97301248983972
2025-12-02,101.75261408246456
2025-12-03,100.40709485527802
2025-12-04,99.89234671727836
2025-12-05,99.83486445821477
2025-12-08,100.29334056890504
2025-12-09,100.05292576791247
2025-12-10,98.65479312397038
2025-12-11,97.16698487916575
2025-12-12,97.13349313830462
2025-12-15,96.78229221837918
2025-12-16,96.09951107754846
2025-12-17,95.29392456683475
2025-12-18,95.41504461629377
2025-12-19,96.43356798329206
2025-12-22,96.55620176809677
2025-12-23,97.59732265556573
2025-12-24,97.32521745981624
2025-12-25,97.69063172847213
2025-12-26,98.77277205588503
2025-12-29,98.66783272077271
2025-12-30,98.70807553955832
2025-12-31,98.43248603781971
2026-01-01,98.91995048998976
2026-01-02,99.65648466545184
2026-01-05,99.95692667958875
2026-01-06,99.79357716865083
2026-01-07,98.62315144366988
2026-01-08,98.60466741647534
2026-01-09,98.47305595328791
2026-01-12,98.67887941864865
2026-01-13,98.79087811824935
2026-01-14,100.06145417238525
2026-01-15,99.5254370115205
2026-01-16,98.29873471774214
2026-01-19,97.42383295194222
2026-01-20,96.95063082025214
2026-01-21,97.81304432428234
2026-01-22,96.82255807070281
2026-01-23,95.94447008469132
2026-01-26,96.28194721217398
2026-01-27,96.95774702473315
2026-01-28,95.78263217504104
2026-01-29,94.45324386861967
2026-01-30,93.87955636198693
2026-02-02,94.39343652978663
2026-02-03,94.5205580319095
2026-02-04,93.97394520798609
2026-02-05,94.55039833730588
2026-02-06,94.66340083403043
2026-02-09,94.60087130108535
2026-02-10,93.40565551599379
2026-02-11,92.85022830668102
2026-02-12,94.33414065841744
2026-02-13,94.09950838140169
2026-02-16,93.40066575690726
2026-02-17,93.13410672648642
2026-02-18,93.24152213122801
2026-02-19,93.92155288276405
2026-02-20,94.40826009830137
2026-02-23,93.91741218456396
2026-02-24,94.89665116648992
2026-02-25,95.53626597739657
2026-02-26,95.21570105443098
2026-02-27,95.13712474108937
2026-03-02,95.61451335447536
2026-03-03,96.45940534122788
2026-03-04,95.31363806824507
2026-03-05,95.38644728973715
2026-03-06,95.38177374418485
2026-03-09,94.96633283941797
2026-03-10,94.54879289088151
2026-03-11,95.36875789251236
2026-03-12,95.7967217175795
2026-03-13,97.4443592737803
2026-03-16,97.02058752565785
2026-03-17,97.14651223052346
2026-03-18,97.40698048657737
2026-03-19,98.12739160956822
2026-03-20,99.2194288891458
2026-03-23,99.31362217492708
2026-03-24,98.46730264377952
2026-03-25,97.92848958123214
2026-03-26,98.05998027775867
2026-03-27,98.9645227263321
2026-03-30,97.84554675476114
2026-03-31,96.95337175543452
2026-04-01,97.5619330669319
2026-04-02,96.57678291088646
2026-04-03,95.73061823541295
2026-04-06,96.62432167268621
2026-04-07,96.47268508511532
2026-04-08,96.26236344723412
2026-04-09,97.34133964960098
2026-04-10,96.53638207842928
2026-04-13,95.58425189401449
2026-04-14,96.85759213879089
2026-04-15,97.0579629206159
2026-04-16,97.60668587811159
2026-04-17,97.38355156840677
2026-04-20,97.32000155675826
2026-04-21,96.79297390719077
2026-04-22,97.05903176748926
2026-04-23,97.72626457868196
2026-04-24,97.89918327442535
2026-04-27,98.75336322040063
2026-04-28,99.29792022202844
2026-04-29,98.488233896178
2026-04-30,98.39393206295355
2026-05-01,98.06122013293519
2026-05-04,98.67379916169878
2026-05-05,99.05865521087799
2026-05-06,99.17948742320752
2026-05-07,100.00697394688432
2026-05-08,98.5451166727143
2026-05-11,98.09039375657996
2026-05-12,97.70406281471034
